client_id,district_id,age,gender,district_of_residence,district_inhabitant_count,district_cities_count,district_urban_inhabitant_ratio,district_average_salary,district_mun_inhabitant_count_499,district_mun_inhabitant_count_1999,district_mun_inhabitant_count_9999,district_mun_inhabitant_count_infinite,district_enterprenuer_per_1000,district_crimes_count,district_unemployment_rate,owns_account,account_id,tenure,f_statement_issuance,branch_location_id,branch_location,orders_count,insurance_payment,household_payment,lease_payment,loan_payment,disp_id,has_credit_card,transaction_count,withdraw_transactions,credit_transactions,credit_card_withdrawals,credit_in_cash,collections_from_other_banks,cash_withdrawals,remittance_to_other_banks,has_had_loan,max_loan_amount,max_loan_duration,loan_pay_success,loan_pay_failure,in_loan_debt,year_of_last_transaction,year_of_last_credit
4244,68,77,F,Frydek - Mistek,228848,6,57.2,9893,15,40,18,2,96,11510,4.404999999999999,True,3515,3,monthly,68,Frydek - Mistek,1,False,True,False,False,4244,False,125,68,57,0,1,30,42,26,False,0,0,False,False,False,98,98
4245,68,80,M,Frydek - Mistek,228848,6,57.2,9893,15,40,18,2,96,11510,4.404999999999999,False,3515,3,monthly,68,Frydek - Mistek,1,False,True,False,False,4245,False,125,68,57,0,1,30,42,26,False,0,0,False,False,False,98,98
4246,36,19,F,Liberec,159617,9,85.2,9198,29,19,8,1,131,11928,3.805,True,3516,2,weekly,36,Liberec,0,False,False,False,False,4246,True,87,40,47,0,35,0,40,0,False,0,0,False,False,False,98,98
4247,26,24,F,Plzen - mesto,170449,1,100.0,10787,0,0,0,1,131,12302,2.865,True,3517,3,monthly,26,Plzen - mesto,0,False,False,False,False,4247,False,115,62,53,0,28,0,62,0,False,0,0,False,False,False,98,98
4248,9,24,F,Nymburk,81344,6,55.3,8899,61,23,4,2,149,5474,3.68,True,3518,3,monthly,9,Nymburk,1,False,True,False,False,4248,False,164,104,60,0,31,0,80,24,False,0,0,False,False,False,98,98
4249,52,22,M,Usti nad Orlici,139012,10,61.9,8363,59,41,8,3,108,5363,3.005,True,3519,3,monthly,52,Usti nad Orlici,0,False,False,False,False,4249,False,193,82,111,0,76,0,82,0,False,0,0,False,False,False,98,98
4250,72,38,F,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,3520,4,monthly,72,Olomouc,0,False,False,False,False,4250,False,200,112,88,0,2,43,112,0,False,0,0,False,False,False,98,98
4251,44,39,M,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,True,3521,6,monthly,75,Prerov,0,False,False,False,False,4251,True,429,235,194,11,128,0,224,0,False,0,0,False,False,False,98,98
4252,44,46,F,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,False,3521,6,monthly,75,Prerov,0,False,False,False,False,4252,False,429,235,194,11,128,0,224,0,False,0,0,False,False,False,98,98
4253,16,63,F,Jindrichuv Hradec,93931,8,56.9,8427,74,21,10,1,107,3787,1.33,True,3522,3,monthly,16,Jindrichuv Hradec,1,False,True,False,False,4253,False,156,93,63,0,1,31,66,27,False,0,0,False,False,False,98,98
4254,65,27,M,Znojmo,114200,4,43.7,8403,101,41,4,1,105,4875,5.73,True,3523,3,monthly,65,Znojmo,0,False,False,False,False,4254,False,33,9,24,0,23,0,9,0,False,0,0,False,False,False,98,98
4255,66,74,F,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,3524,2,monthly,66,Zdar nad Sazavou,1,False,True,False,False,4255,False,79,46,33,0,1,18,32,14,False,0,0,False,False,False,98,98
4256,70,42,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,3525,4,monthly,70,Karvina,1,False,True,False,False,4256,False,174,94,80,0,43,0,61,33,False,0,0,False,False,False,98,98
4257,1,31,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3526,3,monthly,1,Hl.m. Praha,1,False,True,False,False,4257,False,223,130,93,0,63,0,104,26,False,0,0,False,False,False,98,98
4258,44,33,F,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,True,3527,2,monthly,44,Chrudim,1,False,True,False,False,4258,True,127,78,49,10,25,0,49,19,False,0,0,False,False,False,98,98
4259,10,50,F,Praha - vychod,92084,5,46.7,10124,55,29,4,3,141,8126,0.55,True,3528,5,monthly,10,Praha - vychod,1,False,True,False,False,4259,False,335,217,118,0,60,0,163,54,False,0,0,False,False,False,98,98
4260,12,32,M,Pribram,107870,6,58.0,8754,84,29,6,1,137,7672,4.07,True,3529,2,monthly,12,Pribram,0,False,False,False,False,4260,False,78,43,35,0,18,0,43,0,False,0,0,False,False,False,98,98
4261,34,75,F,Chomutov,125236,5,87.7,9675,28,11,1,4,100,10513,7.055,True,3530,3,monthly,34,Chomutov,1,False,True,False,False,4261,False,182,109,73,0,1,36,78,31,False,0,0,False,False,False,98,98
4262,59,74,F,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,3531,3,monthly,59,Kromeriz,1,False,True,False,False,4262,False,167,102,65,0,1,32,75,27,False,0,0,False,False,False,98,98
4263,73,27,F,Opava,182027,7,56.4,8746,17,49,12,2,90,8788,3.535,True,3532,4,monthly,73,Opava,0,False,False,False,False,4263,False,200,114,86,0,45,0,114,0,False,0,0,False,False,False,98,98
4264,74,28,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,3533,5,monthly,74,Ostrava - mesto,1,False,True,False,False,4264,False,279,152,127,0,23,52,104,48,False,0,0,False,False,False,98,98
4265,59,21,M,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,3534,3,monthly,59,Kromeriz,2,False,True,False,False,4265,True,211,142,69,19,37,0,67,56,False,0,0,False,False,False,98,98
4266,1,25,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3535,6,monthly,1,Hl.m. Praha,1,False,True,False,False,4266,False,301,174,127,0,1,63,116,58,False,0,0,False,False,False,98,98
4267,24,63,F,Karlovy Vary,122603,8,80.0,8991,25,21,6,2,128,10471,1.6999999999999997,True,3536,5,monthly,24,Karlovy Vary,1,False,True,False,False,4267,False,281,174,107,0,1,53,125,49,False,0,0,False,False,False,98,98
4268,24,71,M,Karlovy Vary,122603,8,80.0,8991,25,21,6,2,128,10471,1.6999999999999997,False,3536,5,monthly,24,Karlovy Vary,1,False,True,False,False,4268,False,281,174,107,0,1,53,125,49,False,0,0,False,False,False,98,98
4269,45,44,F,Jicin,77917,5,53.5,8390,85,19,6,1,132,4202,2.585,True,3537,2,monthly,45,Jicin,4,True,True,False,False,4269,False,113,76,37,0,21,0,31,45,False,0,0,False,False,False,98,98
4270,58,27,F,Jihlava,109164,4,63.6,8757,98,16,6,1,96,4683,3.665,True,3538,6,monthly,58,Jihlava,0,False,False,False,False,4270,True,320,190,130,32,66,0,158,0,False,0,0,False,False,False,98,98
4271,58,35,M,Jihlava,109164,4,63.6,8757,98,16,6,1,96,4683,3.665,False,3538,6,monthly,58,Jihlava,0,False,False,False,False,4271,False,320,190,130,32,66,0,158,0,False,0,0,False,False,False,98,98
4272,42,21,F,Havlickuv Brod,95907,7,59.1,8388,87,25,5,2,87,3326,2.675,True,3539,5,monthly,42,Havlickuv Brod,0,False,False,False,False,4272,False,300,130,170,0,115,0,130,0,False,0,0,False,False,False,98,98
4273,18,23,F,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,True,3540,2,monthly,18,Pisek,1,False,True,False,False,4273,False,123,62,61,0,13,24,43,19,False,0,0,False,False,False,98,98
4274,70,62,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,3541,2,monthly,70,Karvina,1,False,True,False,False,4274,False,102,57,45,0,1,22,40,17,False,0,0,False,False,False,98,98
4275,49,42,F,Semily,75685,9,60.8,8208,31,28,5,1,155,3783,2.0749999999999997,True,3542,6,monthly,49,Semily,1,False,True,False,False,4275,False,323,188,135,0,1,67,126,62,False,0,0,False,False,False,98,98
4276,74,26,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,3543,3,monthly,74,Ostrava - mesto,1,False,True,False,False,4276,False,128,73,55,0,1,29,49,24,False,0,0,False,False,False,98,98
4277,74,20,M,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,False,3543,3,monthly,74,Ostrava - mesto,1,False,True,False,False,4277,False,128,73,55,0,1,29,49,24,False,0,0,False,False,False,98,98
4278,33,50,M,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,3544,2,monthly,33,Decin,1,False,True,False,False,4278,False,95,53,42,0,2,20,37,16,False,0,0,False,False,False,98,98
4279,51,50,M,Trutnov,121947,11,70.5,8541,37,28,7,3,131,7335,2.74,True,3545,6,monthly,51,Trutnov,1,False,True,False,False,4279,False,379,237,142,0,72,0,172,65,False,0,0,False,False,False,98,98
4280,55,55,F,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,3546,2,monthly,55,Brno - venkov,2,False,True,False,False,4280,False,140,92,48,0,25,0,56,36,False,0,0,False,False,False,98,98
4281,54,68,M,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,3547,6,monthly,54,Brno - mesto,1,False,True,False,False,4281,False,298,167,131,0,1,65,106,61,False,0,0,False,False,False,98,98
4282,3,67,M,Beroun,75232,5,41.7,8980,55,26,4,1,111,5637,2.08,True,3548,6,monthly,23,Cheb,1,False,True,False,False,4282,False,294,175,119,0,1,61,118,57,False,0,0,False,False,False,98,98
4283,27,75,M,Plzen - jih,67298,7,43.8,8561,71,19,10,0,110,2156,0.97,True,3549,3,monthly,27,Plzen - jih,1,False,True,False,False,4283,False,125,72,53,0,1,28,49,23,False,0,0,False,False,False,98,98
4284,68,53,M,Frydek - Mistek,228848,6,57.2,9893,15,40,18,2,96,11510,4.404999999999999,True,3550,3,monthly,68,Frydek - Mistek,3,True,True,False,False,4284,False,204,137,67,0,37,0,62,75,False,0,0,False,False,False,98,98
4285,68,54,F,Frydek - Mistek,228848,6,57.2,9893,15,40,18,2,96,11510,4.404999999999999,False,3550,3,monthly,68,Frydek - Mistek,3,True,True,False,False,4285,False,204,137,67,0,37,0,62,75,False,0,0,False,False,False,98,98
4286,6,34,F,Kutna Hora,77963,4,51.5,8546,60,23,4,2,126,5760,3.485,True,3551,6,monthly,6,Kutna Hora,3,True,True,False,False,4286,False,445,296,149,0,25,62,123,173,False,0,0,False,False,False,98,98
4287,62,46,F,Uherske Hradiste,145688,5,40.7,8544,22,41,13,2,109,5625,1.5750000000000002,True,3552,4,monthly,62,Uherske Hradiste,3,True,True,False,False,4287,False,301,202,99,0,59,0,94,108,False,0,0,False,False,False,98,98
4288,70,53,F,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,3553,4,monthly,70,Karvina,0,False,False,False,False,4288,False,177,95,82,0,42,0,95,0,False,0,0,False,False,False,98,98
4289,66,18,M,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,3554,6,monthly,66,Zdar nad Sazavou,0,False,False,False,False,4289,False,425,187,238,0,167,0,187,0,False,0,0,False,False,False,98,98
4290,32,52,M,Ceska Lipa,105058,10,81.0,9272,32,19,7,2,118,8845,3.01,True,3555,5,monthly,32,Ceska Lipa,2,False,True,True,False,4290,False,276,161,115,0,13,51,115,46,False,0,0,False,False,False,98,98
4291,58,48,F,Jihlava,109164,4,63.6,8757,98,16,6,1,96,4683,3.665,True,3556,2,monthly,58,Jihlava,3,False,True,False,True,4291,False,113,75,38,0,6,16,48,27,True,174840,60,False,False,False,98,98
4292,72,47,M,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,3557,3,monthly,72,Olomouc,1,False,True,False,False,4292,False,114,61,53,0,1,26,40,21,False,0,0,False,False,False,98,98
4293,4,40,F,Kladno,149893,6,67.4,9753,63,29,6,2,109,11136,4.845,True,3558,6,monthly,4,Kladno,3,True,True,False,False,4293,True,569,434,135,12,1,67,236,186,False,0,0,False,False,False,98,98
4294,4,43,M,Kladno,149893,6,67.4,9753,63,29,6,2,109,11136,4.845,False,3558,6,monthly,4,Kladno,3,True,True,False,False,4294,False,569,434,135,12,1,67,236,186,False,0,0,False,False,False,98,98
4295,18,39,M,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,True,3559,4,monthly,18,Pisek,1,False,True,False,False,4295,True,196,120,76,12,40,0,77,31,False,0,0,False,False,False,98,98
4296,57,74,M,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,True,3560,3,monthly,57,Hodonin,1,False,True,False,False,4296,False,106,59,47,0,1,25,39,20,False,0,0,False,False,False,98,98
4297,57,71,F,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,False,3560,3,monthly,57,Hodonin,1,False,True,False,False,4297,False,106,59,47,0,1,25,39,20,False,0,0,False,False,False,98,98
4298,33,79,M,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,3561,2,monthly,33,Decin,1,False,True,False,False,4298,False,54,27,27,0,1,14,18,9,False,0,0,False,False,False,98,98
4299,50,22,F,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,True,3562,3,monthly,50,Svitavy,1,False,False,False,True,4299,False,200,118,82,0,53,0,111,7,True,174960,24,False,False,False,98,98
4300,1,22,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3563,3,monthly,1,Hl.m. Praha,0,False,False,False,False,4300,False,144,82,62,0,32,0,82,0,False,0,0,False,False,False,98,98
4301,14,43,F,Ceske Budejovice,177686,9,74.8,10045,69,27,10,1,135,12899,1.565,True,3564,3,monthly,14,Ceske Budejovice,0,False,False,False,False,4301,False,118,64,54,0,29,0,64,0,False,0,0,False,False,False,98,98
4302,30,55,F,Sokolov,94812,10,81.8,9650,15,13,8,2,100,5789,3.525,True,3565,2,monthly,30,Sokolov,3,True,True,False,False,4302,False,156,101,55,0,11,22,47,54,False,0,0,False,False,False,98,98
4303,21,21,F,Tabor,103347,7,67.0,9104,87,16,7,1,123,4653,1.79,True,3566,6,monthly,21,Tabor,3,False,True,True,False,4303,False,407,261,146,0,79,0,137,124,False,0,0,False,False,False,98,98
4304,5,54,F,Kolin,95616,6,51.4,9307,65,30,4,1,118,5656,4.14,True,3567,5,monthly,5,Kolin,3,False,True,True,False,4304,False,325,207,118,0,69,0,121,86,False,0,0,False,False,False,98,98
4305,40,60,F,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,True,3568,3,monthly,40,Teplice,1,False,True,False,False,4305,False,160,93,67,0,1,33,65,28,False,0,0,False,False,False,98,98
4306,40,59,M,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,False,3568,3,monthly,40,Teplice,1,False,True,False,False,4306,False,160,93,67,0,1,33,65,28,False,0,0,False,False,False,98,98
4307,1,22,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3569,3,monthly,1,Hl.m. Praha,0,False,False,False,False,4307,False,164,72,92,0,65,0,72,0,False,0,0,False,False,False,98,98
4308,44,29,F,Chrudim,105606,7,53.0,8254,77,26,7,2,97,4491,3.275,True,3570,6,monthly,44,Chrudim,1,False,True,False,False,4308,False,355,192,163,0,102,0,136,56,False,0,0,False,False,False,98,98
4309,39,20,F,Most,119895,4,89.9,10446,17,4,3,2,90,9690,8.370000000000001,True,3571,6,monthly,39,Most,2,False,True,False,False,4309,False,402,250,152,0,91,0,137,113,False,0,0,False,False,False,98,98
4310,65,74,F,Znojmo,114200,4,43.7,8403,101,41,4,1,105,4875,5.73,True,3572,4,monthly,65,Znojmo,1,False,True,False,False,4310,False,189,112,77,0,1,38,79,33,False,0,0,False,False,False,98,98
4311,59,18,M,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,3573,3,monthly,59,Kromeriz,0,False,False,False,False,4311,False,65,26,39,0,14,0,26,0,False,0,0,False,False,False,98,98
4312,72,20,F,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,3574,2,monthly,72,Olomouc,1,False,True,False,False,4312,False,105,56,49,0,7,21,40,16,False,0,0,False,False,False,98,98
4313,53,31,F,Blansko,107911,7,50.9,8240,88,33,6,2,99,3753,3.045,True,3575,6,monthly,7,Melnik,1,False,True,False,False,4313,False,371,220,151,0,87,0,160,60,False,0,0,False,False,False,98,98
4314,58,74,F,Jihlava,109164,4,63.6,8757,98,16,6,1,96,4683,3.665,True,3576,5,monthly,58,Jihlava,2,False,True,False,False,4314,False,283,188,95,0,1,49,98,90,False,0,0,False,False,False,98,98
4315,74,40,F,Ostrava - mesto,323870,1,100.0,10673,0,0,0,1,100,37129,5.095000000000001,True,3577,2,monthly,74,Ostrava - mesto,1,False,True,False,False,4315,False,109,60,49,0,29,0,45,15,False,0,0,False,False,False,98,98
4316,1,56,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3578,3,monthly,1,Hl.m. Praha,1,False,True,False,False,4316,True,189,115,74,15,40,0,70,30,False,0,0,False,False,False,98,98
4317,53,21,F,Blansko,107911,7,50.9,8240,88,33,6,2,99,3753,3.045,True,3579,5,monthly,53,Blansko,1,False,True,False,False,4317,False,305,199,106,0,54,0,151,48,False,0,0,False,False,False,98,98
4318,43,57,F,Hradec Kralove,161854,6,76.3,9425,73,21,6,1,125,7976,2.11,True,3580,6,monthly,43,Hradec Kralove,2,False,True,False,False,4318,True,437,300,137,12,72,0,168,120,False,0,0,False,False,False,98,98
4319,43,53,M,Hradec Kralove,161854,6,76.3,9425,73,21,6,1,125,7976,2.11,False,3580,6,monthly,43,Hradec Kralove,2,False,True,False,False,4319,False,437,300,137,12,72,0,168,120,False,0,0,False,False,False,98,98
4320,66,41,F,Zdar nad Sazavou,125832,5,48.3,8512,151,41,2,3,102,4350,3.815,True,3581,2,monthly,66,Zdar nad Sazavou,2,False,True,False,False,4320,False,119,74,45,0,24,0,42,32,False,0,0,False,False,False,98,98
4321,19,26,F,Prachatice,51428,4,52.7,8402,50,11,3,1,120,2098,3.5549999999999997,True,3582,4,monthly,19,Prachatice,1,False,True,False,False,4321,False,190,113,77,0,1,40,78,35,False,0,0,False,False,False,98,98
4322,19,29,M,Prachatice,51428,4,52.7,8402,50,11,3,1,120,2098,3.5549999999999997,False,3582,4,monthly,19,Prachatice,1,False,True,False,False,4322,False,190,113,77,0,1,40,78,35,False,0,0,False,False,False,98,98
4323,40,75,M,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,True,3583,4,monthly,40,Teplice,1,False,True,False,False,4323,False,226,131,95,0,1,47,88,43,False,0,0,False,False,False,98,98
4324,40,81,F,Teplice,128118,8,85.3,9317,9,16,6,3,97,13821,6.78,False,3583,4,monthly,40,Teplice,1,False,True,False,False,4324,False,226,131,95,0,1,47,88,43,False,0,0,False,False,False,98,98
4325,55,52,M,Brno - venkov,157042,9,33.9,8743,49,70,18,0,111,7553,2.1550000000000002,True,3584,3,monthly,55,Brno - venkov,3,False,True,True,False,4325,False,194,133,61,0,1,30,81,52,False,0,0,False,False,False,98,98
4326,1,69,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3585,3,monthly,1,Hl.m. Praha,1,False,True,False,False,4326,False,150,93,57,0,1,30,68,25,False,0,0,False,False,False,98,98
4327,1,62,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,3585,3,monthly,1,Hl.m. Praha,1,False,True,False,False,4327,False,150,93,57,0,1,30,68,25,False,0,0,False,False,False,98,98
4328,59,23,F,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,3586,6,monthly,59,Kromeriz,0,False,False,False,False,4328,True,335,195,140,35,72,0,160,0,False,0,0,False,False,False,98,98
4329,64,52,F,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,3587,4,monthly,64,Zlin,2,False,True,False,False,4329,False,230,146,84,0,12,36,83,63,False,0,0,False,False,False,98,98
4330,33,78,M,Decin,133777,11,84.7,8705,24,17,7,3,116,9509,6.68,True,3588,3,monthly,33,Decin,1,False,True,False,False,4330,False,138,81,57,0,1,30,55,26,False,0,0,False,False,False,98,98
4331,5,40,M,Kolin,95616,6,51.4,9307,65,30,4,1,118,5656,4.14,True,3589,3,monthly,5,Kolin,1,False,True,False,False,4331,False,154,93,61,0,36,0,73,20,False,0,0,False,False,False,98,98
4332,57,63,M,Hodonin,161954,8,48.0,8720,21,37,20,3,116,7380,4.115,True,3590,3,monthly,57,Hodonin,1,False,True,False,False,4332,False,161,98,63,0,32,0,71,27,False,0,0,False,False,False,98,98
4333,1,41,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3591,3,after transaction,1,Hl.m. Praha,1,False,True,False,False,4333,True,187,110,77,5,46,0,75,30,False,0,0,False,False,False,98,98
4334,1,45,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,3591,3,after transaction,1,Hl.m. Praha,1,False,True,False,False,4334,False,187,110,77,5,46,0,75,30,False,0,0,False,False,False,98,98
4335,54,75,F,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,3592,6,monthly,54,Brno - mesto,1,False,True,False,False,4335,False,351,206,145,0,1,72,138,68,False,0,0,False,False,False,98,98
4336,19,30,F,Prachatice,51428,4,52.7,8402,50,11,3,1,120,2098,3.5549999999999997,True,3593,6,monthly,1,Hl.m. Praha,2,False,True,False,False,4336,False,471,329,142,0,72,0,198,131,False,0,0,False,False,False,98,98
4337,48,33,M,Rychnov nad Kneznou,78955,9,59.0,9060,50,24,8,1,124,3372,2.11,True,3594,6,monthly,29,Rokycany,1,False,True,False,False,4337,False,298,180,118,0,59,0,125,55,False,0,0,False,False,False,98,98
4338,30,55,M,Sokolov,94812,10,81.8,9650,15,13,8,2,100,5789,3.525,True,3595,5,monthly,30,Sokolov,1,False,True,False,False,4338,False,317,193,124,0,68,0,142,51,False,0,0,False,False,False,98,98
4339,59,22,F,Kromeriz,108871,6,62.1,8444,41,29,7,2,106,4900,3.3550000000000004,True,3596,3,monthly,59,Kromeriz,0,False,False,False,False,4339,False,155,89,66,0,34,0,89,0,False,0,0,False,False,False,98,98
4340,1,50,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3597,3,after transaction,1,Hl.m. Praha,2,False,True,True,False,4340,True,209,122,87,3,54,0,90,29,False,0,0,False,False,False,98,98
4341,76,35,M,Sumperk,127369,7,51.2,8369,31,32,13,2,107,6543,5.305,True,3598,2,monthly,76,Sumperk,1,False,True,False,False,4341,True,65,35,30,2,16,0,23,10,False,0,0,False,False,False,98,98
4342,63,81,F,Vyskov,86513,5,50.5,8288,38,36,5,1,110,3022,4.154999999999999,True,3599,5,monthly,63,Vyskov,1,False,True,False,False,4342,False,273,162,111,0,1,57,109,53,False,0,0,False,False,False,98,98
4343,27,70,F,Plzen - jih,67298,7,43.8,8561,71,19,10,0,110,2156,0.97,True,3600,6,monthly,27,Plzen - jih,1,False,True,False,False,4343,True,349,222,127,37,1,64,125,60,False,0,0,False,False,False,98,98
4344,54,74,M,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,3601,4,monthly,54,Brno - mesto,1,False,True,False,False,4344,False,216,135,81,0,1,42,98,37,False,0,0,False,False,False,98,98
4345,18,25,F,Pisek,70699,4,65.3,8968,60,13,2,1,131,3650,3.09,True,3602,3,monthly,18,Pisek,0,False,False,False,False,4345,True,152,78,74,7,50,0,71,0,False,0,0,False,False,False,98,98
4346,3,26,F,Beroun,75232,5,41.7,8980,55,26,4,1,111,5637,2.08,True,3603,2,monthly,3,Beroun,1,False,True,False,False,4346,False,71,38,33,0,18,0,28,10,False,0,0,False,False,False,98,98
4347,54,73,F,Brno - mesto,387570,1,100.0,9897,0,0,0,1,140,37417,1.78,True,3604,6,monthly,75,Prerov,1,False,True,False,False,4347,False,305,187,118,0,1,60,131,56,False,0,0,False,False,False,98,98
4348,3,21,F,Beroun,75232,5,41.7,8980,55,26,4,1,111,5637,2.08,True,3605,3,monthly,3,Beroun,3,True,True,False,False,4348,False,233,166,67,0,34,0,82,84,False,0,0,False,False,False,98,98
4349,1,40,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3606,3,monthly,1,Hl.m. Praha,0,False,False,False,False,4349,True,143,71,72,10,40,0,61,0,False,0,0,False,False,False,98,98
4350,1,33,M,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,False,3606,3,monthly,1,Hl.m. Praha,0,False,False,False,False,4350,False,143,71,72,10,40,0,61,0,False,0,0,False,False,False,98,98
4352,72,28,M,Olomouc,226122,4,62.6,8994,32,50,7,4,110,18880,4.295,True,3608,5,weekly,72,Olomouc,2,False,True,False,True,4352,False,352,227,125,0,73,0,146,81,True,161496,36,False,False,False,98,98
4353,28,20,F,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,True,3609,6,monthly,28,Plzen - sever,2,False,True,False,False,4353,True,442,307,135,24,70,0,162,121,False,0,0,False,False,False,98,98
4354,28,13,M,Plzen - sever,72541,8,36.9,8594,66,26,10,0,112,3105,1.815,False,3609,6,monthly,28,Plzen - sever,2,False,True,False,False,4354,False,442,307,135,24,70,0,162,121,False,0,0,False,False,False,98,98
4355,1,61,F,Hl.m. Praha,1204953,1,100.0,12541,0,0,0,1,167,184784,0.36,True,3610,2,monthly,1,Hl.m. Praha,2,False,True,False,False,4355,False,67,40,27,0,1,15,18,22,False,0,0,False,False,False,98,98
4358,70,57,M,Karvina,285387,7,89.9,10177,0,2,8,5,81,19986,7.1899999999999995,True,3612,5,monthly,70,Karvina,4,True,True,True,False,4358,False,397,286,111,0,59,0,144,142,False,0,0,False,False,False,98,98
4359,64,49,M,Zlin,197099,10,74.7,9624,29,41,10,2,145,8749,1.955,True,3613,6,monthly,43,Hradec Kralove,2,False,True,False,False,4359,False,422,280,142,0,78,0,160,120,False,0,0,False,False,False,98,98
4360,19,34,F,Prachatice,51428,4,52.7,8402,50,11,3,1,120,2098,3.5549999999999997,True,3614,3,monthly,19,Prachatice,4,True,True,True,False,4360,True,216,148,68,0,39,0,76,72,False,0,0,False,False,False,98,98
4361,46,44,M,Nachod,112709,10,73.5,8369,48,20,7,3,117,5472,2.05,True,3615,3,monthly,46,Nachod,1,False,True,False,False,4361,False,137,82,55,0,29,0,60,22,False,0,0,False,False,False,98,98
4362,50,56,M,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,True,3616,2,monthly,50,Svitavy,0,False,False,False,False,4362,False,13,4,9,0,9,0,4,0,False,0,0,False,False,False,98,98
4363,50,48,F,Svitavy,102609,6,52.0,8187,75,33,2,3,94,4257,5.140000000000001,False,3616,2,monthly,50,Svitavy,0,False,False,False,False,4363,False,13,4,9,0,9,0,4,0,False,0,0,False,False,False,98,98
4364,22,22,M,Domazlice,58400,6,52.4,8620,65,16,4,1,100,2206,1.175,True,3617,6,monthly,22,Domazlice,3,True,True,False,False,4364,False,475,345,130,0,69,0,174,171,False,0,0,False,False,False,98,98
4365,10,38,M,Praha - vychod,92084,5,46.7,10124,55,29,4,3,141,8126,0.55,True,3618,6,monthly,29,Rokycany,2,False,True,False,False,4365,False,414,278,136,0,73,0,162,116,False,0,0,False,False,False,98,98
